account_id,loan_amount,outstanding_amount,days_past_due,customer_location,customer_income_band,previous_payment_history,num_contact_attempts,last_contact_channel,last_contact_outcome,assigned_channel,recovery_amount
A9424,135584,94770,219,Tier 1,Medium,Poor,6,None,Refused,Call,0
A9425,162139,99709,102,Tier 2,High,Average,1,Call,No Response,Call,0
A9426,50607,33853,229,Tier 2,Medium,Poor,3,Call,Paid,Legal,7351
A9427,91597,91513,265,Tier 2,Medium,Average,1,Call,No Response,Legal,0
A9428,104554,95427,146,Tier 3,Medium,Poor,2,None,Promised,Call,0
A9429,45187,42563,240,Tier 1,Medium,Average,7,Legal,Promised,Legal,30646
A9430,33985,32915,211,Tier 3,Low,Good,2,Call,Refused,Call,17373
A9431,180635,121109,75,Tier 1,High,Average,3,Field,No Response,Field,46581
A9432,81514,52864,47,Tier 1,Medium,Poor,2,Field,Promised,Legal,36124
A9433,48608,29992,164,Tier 1,High,Average,1,Call,Paid,Call,17588
A9434,101327,92720,114,Tier 2,High,Poor,5,Field,No Response,Call,0
A9435,47221,39655,264,Tier 2,Low,Good,4,Call,Promised,Call,0
A9436,78506,48523,25,Tier 2,Medium,Poor,7,Call,Paid,Legal,27729
A9437,50968,35091,88,Tier 2,Medium,Good,6,Call,Paid,Legal,23810
A9438,157677,118786,22,Tier 3,Medium,Average,6,None,No Response,Call,0
A9439,189009,144416,111,Tier 3,Low,Average,1,None,No Response,Field,0
A9440,132951,125554,161,Tier 1,High,Poor,3,None,Promised,Call,60455
A9441,138306,95470,187,Tier 1,High,Poor,2,None,Refused,Legal,0
A9442,73601,70234,96,Tier 1,Medium,Average,4,Call,Refused,Legal,0
A9443,102178,73638,97,Tier 1,Low,Good,4,Legal,No Response,Field,0
A9444,189826,165753,38,Tier 1,Medium,Average,2,Call,Promised,Legal,49238
A9445,99893,96409,109,Tier 1,Medium,Average,1,Legal,No Response,Field,0
A9446,116799,111401,124,Tier 3,Medium,Good,2,Field,Refused,Call,0
A9447,78367,41415,219,Tier 3,Low,Average,5,Call,Paid,Legal,31084
A9448,43201,26043,83,Tier 3,Low,Good,3,Call,No Response,Call,0
A9449,163811,120966,144,Tier 3,Medium,Poor,6,Call,No Response,Call,0
A9450,43231,30943,278,Tier 2,Low,Poor,2,Field,Refused,Call,0
A9451,182240,149518,87,Tier 1,Medium,Average,1,Field,Promised,Call,0
A9452,193696,188341,134,Tier 3,Low,Average,5,Legal,Promised,Call,135447
A9453,171707,95503,47,Tier 1,High,Good,6,Call,Promised,Field,0
A9454,39964,29011,278,Tier 1,High,Average,5,Field,Refused,Call,10130
A9455,188857,112597,115,Tier 1,Low,Poor,1,Legal,Paid,Field,44737
A9456,42336,40094,53,Tier 1,Low,Poor,3,Call,Refused,Call,27748
A9457,107475,105571,234,Tier 3,Medium,Average,4,Call,Refused,Legal,0
A9458,188484,139355,251,Tier 3,Medium,Good,5,Legal,Refused,Call,0
A9459,112212,61941,162,Tier 1,Low,Good,6,Field,No Response,Legal,0
A9460,105379,94066,33,Tier 1,Medium,Good,1,Call,Refused,Call,73685
A9461,75591,64144,133,Tier 1,High,Good,6,Call,No Response,Field,0
A9462,91750,62145,294,Tier 2,Low,Good,6,Call,Refused,Call,0
A9463,120648,113855,270,Tier 1,Low,Good,5,Call,Promised,Call,75743
A9464,126134,124609,155,Tier 3,Medium,Average,6,Call,Refused,Call,0
A9465,196526,153079,200,Tier 1,Medium,Good,4,Call,No Response,Call,35424
A9466,128537,100626,174,Tier 3,Low,Average,7,Call,No Response,Call,0
A9467,92672,60121,80,Tier 1,Medium,Average,7,Call,No Response,Call,0
A9468,57228,45339,210,Tier 2,Low,Poor,6,Legal,Promised,Field,0
A9469,44429,31980,21,Tier 1,High,Good,7,Call,Paid,Field,14230
A9470,114294,74416,61,Tier 2,Medium,Good,1,Field,No Response,Field,0
A9471,145577,77678,265,Tier 1,Medium,Good,5,Call,Promised,Field,0
A9472,118074,73956,18,Tier 3,High,Poor,1,Call,Promised,Call,0
A9473,98936,59255,149,Tier 1,Medium,Average,6,Call,Refused,Call,0
A9474,87378,67370,109,Tier 2,Medium,Average,1,Call,Promised,Field,0
A9475,67310,53904,146,Tier 1,Low,Poor,4,None,Promised,Call,0
A9476,131827,106026,31,Tier 1,Medium,Poor,1,Call,Promised,Call,0
A9477,196328,136269,154,Tier 1,Low,Good,6,Call,No Response,Legal,90707
A9478,129862,92281,170,Tier 3,High,Average,3,Call,Refused,Call,44257
A9479,68889,63179,258,Tier 1,Medium,Poor,5,Call,Promised,Legal,0
A9480,81428,60103,184,Tier 1,High,Average,2,Field,No Response,Legal,0
A9481,140502,139643,97,Tier 1,Low,Good,7,Call,Promised,Legal,84559
A9482,198279,142722,42,Tier 2,Low,Poor,3,Call,Refused,Field,0
A9483,80255,66193,280,Tier 1,Medium,Average,3,Call,No Response,Legal,0
A9484,135824,71332,292,Tier 3,Low,Poor,1,Field,Refused,Legal,0
A9485,35409,29271,235,Tier 2,Low,Average,3,Legal,Refused,Call,0
A9486,72438,67056,121,Tier 2,High,Average,3,Call,Refused,Legal,0
A9487,37869,36779,91,Tier 1,Low,Poor,3,Field,Refused,Legal,0
A9488,55958,55883,222,Tier 2,Medium,Poor,1,Call,No Response,Call,0
A9489,180840,115934,17,Tier 1,High,Average,6,Call,No Response,Call,0
A9490,187217,147468,143,Tier 1,Low,Good,3,None,Paid,Field,0
A9491,105622,76613,127,Tier 1,Medium,Average,2,Call,Paid,Call,0
A9492,56442,44132,93,Tier 2,Medium,Good,7,Field,No Response,Call,0
A9493,111948,64787,267,Tier 1,High,Average,3,Call,No Response,Call,0
A9494,55596,51597,252,Tier 1,Medium,Average,1,Call,Promised,Call,11444
A9495,105791,101007,246,Tier 2,High,Average,7,Field,Promised,Call,33027
A9496,72406,52482,159,Tier 1,Low,Good,7,Field,No Response,Call,34398
A9497,70524,45150,30,Tier 2,Low,Good,6,Legal,Promised,Field,0
A9498,184404,105187,143,Tier 2,Medium,Good,1,Field,No Response,Field,33190
A9499,140160,117998,105,Tier 1,Medium,Average,4,Field,No Response,Call,0
A9500,176836,116024,22,Tier 1,Medium,Good,4,Legal,Refused,Call,0
A9501,188635,180102,10,Tier 1,Medium,Average,6,Field,No Response,Legal,0
A9502,197442,164964,159,Tier 2,High,Average,6,None,Promised,Field,0
A9503,35062,28850,126,Tier 3,Medium,Poor,2,Field,Promised,Legal,22581
A9504,74645,58200,161,Tier 1,High,Good,6,Call,Promised,Call,24445
A9505,152759,79875,73,Tier 2,Medium,Average,5,Call,Promised,Call,0
A9506,37244,35976,159,Tier 2,Medium,Average,4,Call,Refused,Call,0
A9507,167444,136294,21,Tier 3,Medium,Average,3,Call,No Response,Call,0
A9508,115501,115158,99,Tier 2,Medium,Average,1,Call,No Response,Call,0
A9509,147450,113341,92,Tier 1,Medium,Average,7,Call,No Response,Call,0
A9510,46956,40149,259,Tier 1,High,Average,4,Legal,No Response,Call,0
A9511,174966,92400,42,Tier 3,Medium,Average,7,Call,Refused,Call,0
A9512,46709,38108,158,Tier 2,Medium,Average,6,Call,Refused,Field,0
A9513,148428,130961,137,Tier 1,High,Poor,7,Legal,Promised,Field,41455
A9514,45210,40203,109,Tier 1,Medium,Poor,1,Call,No Response,Call,0
A9515,132081,116899,221,Tier 1,Low,Good,3,Legal,Promised,Legal,0
A9516,199746,122472,83,Tier 3,Medium,Average,1,Field,No Response,Call,0
A9517,130025,128425,105,Tier 2,Low,Good,1,Field,Promised,Call,40659
A9518,178805,178374,101,Tier 2,Medium,Average,4,Call,No Response,Call,0
A9519,181152,97423,184,Tier 1,Medium,Poor,1,Call,Promised,Call,0
A9520,154476,149567,234,Tier 1,High,Good,3,Call,Promised,Field,45624
A9521,89846,57925,184,Tier 1,Medium,Good,2,Legal,Paid,Call,0
A9522,95480,80646,65,Tier 2,Medium,Good,1,None,Refused,Field,32940
A9523,82960,55504,278,Tier 1,Medium,Average,6,Field,Promised,Call,0
A9524,188322,185285,44,Tier 1,Medium,Poor,1,Field,Refused,Call,101715
A9525,115765,63757,128,Tier 1,High,Average,3,None,Refused,Legal,0
A9526,147265,110282,65,Tier 2,Medium,Average,5,Legal,Promised,Call,80492
A9527,78137,55791,114,Tier 1,Medium,Average,7,Field,No Response,Legal,0
A9528,148922,98737,185,Tier 2,Medium,Good,3,Call,Refused,Call,0
A9529,151280,124468,115,Tier 3,Low,Good,7,Call,No Response,Legal,0
A9530,73876,41778,89,Tier 1,High,Poor,7,Call,Promised,Legal,0
A9531,124547,106902,172,Tier 1,Medium,Average,4,Call,Refused,Legal,0
A9532,80227,79448,276,Tier 3,Medium,Average,4,Call,Promised,Legal,0
A9533,193522,174610,60,Tier 2,Medium,Poor,2,None,Promised,Legal,0
A9534,114433,106423,288,Tier 3,Low,Good,7,Field,Paid,Field,0
A9535,103704,70499,84,Tier 1,High,Poor,1,Field,No Response,Legal,0
A9536,36861,24418,136,Tier 3,Medium,Average,2,Call,Paid,Field,18560
A9537,91914,69718,255,Tier 1,Medium,Good,6,Call,Refused,Legal,0
A9538,93888,49090,243,Tier 3,High,Good,6,Call,Promised,Legal,27486
A9539,109286,106300,164,Tier 3,Medium,Good,2,Call,Promised,Field,0
A9540,91293,52209,82,Tier 2,Medium,Good,1,Call,Refused,Legal,0
A9541,98515,93737,146,Tier 2,High,Average,7,Call,Refused,Call,0
A9542,184596,100012,283,Tier 3,Low,Good,1,Call,No Response,Legal,0
A9543,37065,33777,53,Tier 1,Medium,Good,3,Call,No Response,Call,0
A9544,198756,114479,256,Tier 2,Medium,Average,2,Call,No Response,Call,0
A9545,118720,61623,158,Tier 3,High,Good,2,Call,No Response,Call,35722
A9546,194437,167166,65,Tier 1,Medium,Good,4,Legal,No Response,Call,0
A9547,88876,56892,185,Tier 3,High,Average,6,Field,Refused,Legal,0
A9548,184776,158398,266,Tier 2,Medium,Poor,2,Field,Refused,Call,0
A9549,166694,129611,72,Tier 3,Low,Poor,7,Field,Refused,Call,0
A9550,113797,63089,72,Tier 1,Low,Average,6,Field,Promised,Legal,32337
A9551,121141,117030,38,Tier 1,Medium,Good,3,Field,Promised,Call,0
A9552,132390,96135,49,Tier 3,Medium,Average,6,None,Paid,Call,38647
A9553,126856,110012,156,Tier 1,Medium,Poor,5,Call,Refused,Call,0
A9554,96201,72199,97,Tier 2,High,Poor,2,Legal,Paid,Call,0
A9555,193766,155435,65,Tier 3,Medium,Poor,3,None,Paid,Call,0
A9556,119766,78013,202,Tier 1,Low,Poor,3,Call,Refused,Field,0
A9557,52995,31806,109,Tier 2,High,Poor,5,Call,Paid,Call,16550
A9558,122320,94343,224,Tier 1,Medium,Good,3,Call,Paid,Call,28236
A9559,110141,79313,150,Tier 2,Medium,Average,4,Legal,Refused,Call,0
A9560,169491,117805,58,Tier 1,Low,Average,5,Call,Promised,Field,46376
A9561,194909,162999,124,Tier 2,Low,Good,6,Field,Refused,Call,52115
A9562,100799,85200,238,Tier 3,Medium,Poor,6,Legal,Promised,Call,0
A9563,75687,39581,261,Tier 1,High,Good,6,Call,Promised,Field,0
A9564,67276,45032,84,Tier 2,Low,Good,7,Call,Paid,Call,31697
A9565,64523,45545,200,Tier 2,Medium,Good,6,None,Refused,Legal,0
A9566,84615,46406,208,Tier 1,Medium,Average,6,Legal,Refused,Call,0
A9567,40514,25035,172,Tier 2,Medium,Average,6,Field,Promised,Field,0
A9568,77456,40727,148,Tier 3,High,Good,4,Call,No Response,Call,0
A9569,37233,37163,58,Tier 3,Low,Poor,2,Legal,Paid,Field,11067
A9570,31102,27005,124,Tier 1,High,Good,2,None,No Response,Call,0
A9571,96133,52269,177,Tier 2,High,Average,7,Field,Promised,Call,33878
A9572,76715,39134,286,Tier 2,Medium,Average,7,Call,Refused,Legal,0
A9573,140545,120818,56,Tier 3,Medium,Poor,3,Field,No Response,Call,28975
A9574,134085,96487,268,Tier 1,Low,Poor,3,Call,Refused,Call,0
A9575,139101,124272,225,Tier 3,Medium,Good,6,Call,No Response,Legal,0
A9576,167328,160925,239,Tier 3,Medium,Average,7,Legal,No Response,Call,0
A9577,138684,110898,136,Tier 3,High,Poor,5,Call,No Response,Call,0
A9578,94800,56268,234,Tier 2,Medium,Average,6,Call,Refused,Call,0
A9579,124937,111330,159,Tier 1,Medium,Good,2,Field,Paid,Legal,66333
A9580,71548,69967,296,Tier 2,Medium,Poor,1,Call,No Response,Field,0
A9581,158845,125505,55,Tier 1,Medium,Average,3,Call,Refused,Legal,82752
A9582,143815,120948,23,Tier 2,Low,Poor,5,Call,No Response,Call,0
A9583,157602,105394,130,Tier 2,Low,Average,3,Field,Paid,Call,0
A9584,156270,107945,200,Tier 1,Low,Average,5,Call,Paid,Field,0
A9585,156320,135580,175,Tier 1,Low,Poor,2,Call,Refused,Call,0
A9586,187277,180513,126,Tier 1,Medium,Average,3,Call,Promised,Field,46997
A9587,55570,45261,133,Tier 1,Medium,Average,7,Call,Promised,Legal,0
A9588,191327,171223,63,Tier 2,Low,Poor,7,Legal,Promised,Legal,0
A9589,51182,29983,280,Tier 1,High,Average,6,Call,Paid,Call,19885
A9590,69373,42038,208,Tier 3,Low,Good,3,Field,Paid,Field,0
A9591,73019,55933,225,Tier 2,Medium,Average,1,Field,Refused,Call,0
A9592,46043,27086,122,Tier 3,Medium,Average,7,Call,Promised,Legal,0
A9593,49239,40252,25,Tier 1,Low,Poor,7,Call,No Response,Field,0
A9594,171488,110751,225,Tier 3,Low,Good,2,Legal,Refused,Call,0
A9595,164484,147339,144,Tier 3,Low,Poor,5,Call,Refused,Legal,0
A9596,111976,101232,52,Tier 1,Medium,Good,1,Call,No Response,Call,0
A9597,54406,39819,261,Tier 1,Medium,Average,5,Legal,Refused,Field,0
A9598,31875,18819,293,Tier 2,High,Average,3,Call,No Response,Legal,0
A9599,198138,163144,107,Tier 2,Low,Poor,4,Legal,Refused,Call,0
A9600,166824,166222,69,Tier 1,High,Average,3,Call,Refused,Field,91680
A9601,162425,131774,239,Tier 3,Medium,Poor,2,Field,Paid,Call,80605
A9602,188058,97392,140,Tier 2,Medium,Average,6,Legal,Promised,Call,0
A9603,44691,22731,168,Tier 3,Low,Average,7,Field,No Response,Call,0
A9604,78075,51543,93,Tier 1,Low,Average,5,Call,Promised,Field,32676
A9605,40794,24390,217,Tier 1,Medium,Good,1,Field,Paid,Call,0
A9606,177478,160888,183,Tier 1,High,Good,3,Legal,Refused,Field,0
A9607,105930,97710,297,Tier 1,Low,Good,5,Call,Promised,Field,0
A9608,187944,118274,90,Tier 3,Medium,Good,1,Call,Promised,Field,0
A9609,71708,47529,27,Tier 2,Low,Average,3,Call,Refused,Call,14160
A9610,145492,89932,205,Tier 3,Low,Poor,4,Field,Promised,Field,61041
A9611,136629,130370,288,Tier 3,High,Poor,4,Legal,Refused,Field,0
A9612,181872,136644,263,Tier 1,Low,Good,6,Field,No Response,Call,0
A9613,153313,126953,151,Tier 1,Low,Average,3,Legal,Refused,Call,0
A9614,198981,140827,174,Tier 3,High,Average,2,Legal,Refused,Field,0
A9615,51352,41877,14,Tier 2,Medium,Average,4,Call,No Response,Call,0
A9616,131975,91449,260,Tier 2,Low,Average,5,Call,Refused,Call,0
A9617,123848,82958,159,Tier 2,Medium,Good,2,Call,No Response,Field,55508
A9618,176510,144251,37,Tier 3,Medium,Poor,2,Field,No Response,Field,0
A9619,74999,59664,246,Tier 2,Medium,Average,3,Call,No Response,Field,0
A9620,48482,31356,141,Tier 3,Medium,Poor,5,Field,Paid,Call,18440
A9621,193543,111224,294,Tier 3,Medium,Average,5,Call,Refused,Call,0
A9622,77279,52881,172,Tier 2,Low,Good,1,Legal,Promised,Field,26590
A9623,139413,98648,236,Tier 2,High,Average,4,None,Promised,Field,0
A9624,84213,68578,139,Tier 1,Low,Poor,4,Call,No Response,Legal,0
A9625,143909,137758,67,Tier 1,High,Average,2,Field,Promised,Call,97800
A9626,43026,22291,155,Tier 2,Low,Good,2,Legal,No Response,Call,0
A9627,115184,71624,131,Tier 1,High,Average,3,Call,No Response,Call,0
A9628,35435,21149,201,Tier 3,Medium,Average,5,Call,No Response,Field,15405
A9629,169565,127368,254,Tier 2,Medium,Average,4,Field,Promised,Field,0
A9630,89321,63851,112,Tier 3,Medium,Poor,1,Field,Refused,Call,0
A9631,163835,141638,259,Tier 1,Medium,Poor,4,Field,No Response,Call,0
A9632,50389,31302,31,Tier 3,Medium,Average,4,None,Promised,Call,0
A9633,61498,49029,69,Tier 2,Medium,Average,6,None,Paid,Call,19654
A9634,93755,88310,247,Tier 3,Medium,Good,6,Legal,No Response,Call,0
A9635,131545,125670,143,Tier 1,Medium,Average,4,Call,No Response,Field,0
A9636,65825,64468,271,Tier 2,Low,Average,2,Call,Refused,Field,0
A9637,46934,41613,51,Tier 2,Low,Good,5,Legal,Promised,Call,21627
A9638,35574,33901,83,Tier 1,Medium,Average,5,Field,Refused,Call,15929
A9639,160698,99193,31,Tier 1,Medium,Average,7,Call,Refused,Call,0
A9640,199251,119309,229,Tier 3,High,Average,7,Call,No Response,Legal,0
A9641,162659,81857,88,Tier 1,Medium,Poor,4,Legal,Refused,Field,0
A9642,72782,62113,244,Tier 1,Medium,Good,5,Call,Refused,Call,28267
A9643,90561,87729,166,Tier 1,Medium,Good,3,None,No Response,Call,61122
A9644,165481,98207,123,Tier 3,Low,Good,2,Field,Paid,Legal,0
A9645,157159,128630,299,Tier 2,High,Average,7,Legal,Promised,Call,0
A9646,56751,49556,105,Tier 1,Medium,Average,2,Call,No Response,Field,0
A9647,68174,65706,139,Tier 2,High,Good,7,Field,Promised,Call,39300
A9648,152678,125719,118,Tier 3,Low,Poor,5,Field,No Response,Legal,0
A9649,86572,85286,84,Tier 1,Medium,Average,4,Call,No Response,Field,0
A9650,91416,61462,284,Tier 1,Medium,Poor,4,Call,No Response,Call,0
A9651,173113,116845,29,Tier 1,Medium,Good,6,Field,No Response,Call,56592
A9652,184299,142187,170,Tier 2,Medium,Average,4,Call,Promised,Call,0
A9653,65201,45102,218,Tier 2,Low,Average,7,Legal,Promised,Call,0
A9654,66069,33081,103,Tier 2,Medium,Good,5,Legal,No Response,Field,0
A9655,56370,48809,91,Tier 2,Medium,Poor,4,Call,No Response,Call,0
A9656,155342,136057,113,Tier 1,Low,Poor,6,Legal,Promised,Call,0
A9657,172658,150814,246,Tier 1,Low,Good,6,Field,Paid,Call,101512
A9658,155758,104748,269,Tier 1,High,Average,5,Call,Promised,Call,80222
A9659,166394,126649,169,Tier 1,Medium,Good,1,Call,No Response,Field,56309
A9660,95294,64798,70,Tier 1,High,Poor,6,Call,No Response,Call,0
A9661,109468,55611,47,Tier 2,Medium,Good,5,Field,Paid,Field,0
A9662,190371,148722,127,Tier 1,Medium,Poor,3,Call,No Response,Call,0
A9663,120715,67827,177,Tier 3,Low,Poor,7,Call,No Response,Call,0
A9664,100793,54430,78,Tier 2,High,Average,4,Call,No Response,Call,0
A9665,141672,124352,92,Tier 1,Medium,Average,4,Field,Refused,Call,0
A9666,170849,86236,244,Tier 2,Medium,Good,2,Field,Promised,Call,0
A9667,172321,168789,51,Tier 2,Medium,Average,6,None,Promised,Legal,0
A9668,150902,114327,108,Tier 3,Medium,Good,7,Call,No Response,Call,32153
A9669,51390,50953,139,Tier 3,Medium,Average,5,Call,Refused,Call,38310
A9670,50369,26645,37,Tier 2,Medium,Average,1,Field,No Response,Call,20634
A9671,173953,137729,242,Tier 2,High,Average,4,Call,Promised,Field,0
A9672,39587,26707,238,Tier 1,Medium,Average,2,Field,Refused,Call,11897
A9673,137009,126286,126,Tier 2,Medium,Poor,5,Call,No Response,Call,0
A9674,168905,114958,116,Tier 3,Low,Average,2,Call,No Response,Call,0
A9675,77013,48536,169,Tier 2,Medium,Poor,1,Field,No Response,Call,0
A9676,147341,136846,13,Tier 1,High,Poor,5,Call,Promised,Call,80608
A9677,157785,108449,158,Tier 2,Medium,Good,4,Call,Refused,Legal,0
A9678,176826,89901,243,Tier 3,Medium,Poor,5,Legal,No Response,Call,0
A9679,137584,95640,263,Tier 1,High,Average,4,Legal,Refused,Field,0
A9680,108113,89437,257,Tier 2,Low,Average,3,Call,Promised,Field,22742
A9681,116784,73244,79,Tier 1,Medium,Good,4,Legal,No Response,Field,16690
A9682,65282,46741,212,Tier 1,Medium,Average,2,Call,No Response,Call,0
A9683,197809,104513,157,Tier 1,Low,Good,1,Call,Refused,Call,26824
A9684,54124,42976,230,Tier 1,Low,Poor,5,Call,Paid,Legal,0
A9685,100102,87904,195,Tier 1,Medium,Poor,3,Field,Refused,Legal,0
A9686,163268,115374,57,Tier 2,Medium,Average,3,Call,No Response,Field,76686
A9687,91527,64994,272,Tier 2,Medium,Average,3,Field,No Response,Field,0
A9688,160371,87264,181,Tier 1,High,Average,2,None,Refused,Call,0
A9689,160942,96721,40,Tier 3,Low,Good,4,Legal,No Response,Field,0
A9690,126651,73120,179,Tier 1,Low,Good,7,Legal,No Response,Field,0
A9691,115395,85489,53,Tier 2,Low,Poor,3,Call,No Response,Field,0
A9692,41345,31613,52,Tier 1,Medium,Average,1,Call,Paid,Field,0
A9693,154544,150598,143,Tier 1,High,Average,1,Call,Paid,Call,0
A9694,64077,34384,228,Tier 2,High,Average,7,Call,Promised,Call,0
A9695,160429,128332,95,Tier 2,Low,Poor,5,Field,No Response,Field,0
A9696,42055,32098,260,Tier 3,Low,Good,1,Field,Paid,Call,0
A9697,133693,101354,274,Tier 3,Medium,Poor,4,Call,Refused,Call,0
A9698,115283,107971,20,Tier 2,Medium,Average,7,Field,Promised,Field,0
A9699,74484,44896,89,Tier 1,High,Poor,7,Call,No Response,Call,0
A9700,107514,55948,118,Tier 2,Medium,Average,4,Call,Promised,Legal,0
A9701,120135,100449,127,Tier 2,High,Good,7,Call,Promised,Call,0
A9702,65771,44236,261,Tier 1,High,Good,3,Field,Promised,Field,0
A9703,140284,71375,27,Tier 1,Medium,Poor,4,None,Refused,Field,0
A9704,147399,92225,265,Tier 1,Low,Good,4,Call,Promised,Call,0
A9705,134885,88304,254,Tier 1,Low,Average,3,Field,Paid,Legal,41981
A9706,190449,153962,162,Tier 2,Medium,Average,5,Legal,Refused,Call,0
A9707,159344,93422,106,Tier 3,Medium,Average,4,Call,No Response,Call,55421
A9708,172832,122110,195,Tier 2,Low,Average,4,None,No Response,Call,65055
A9709,143226,106164,39,Tier 3,Low,Average,2,Call,Refused,Call,0
A9710,129250,94303,124,Tier 1,Low,Good,5,None,Refused,Legal,0
A9711,55762,55035,250,Tier 1,Low,Poor,3,Call,Refused,Call,0
A9712,195404,102147,266,Tier 2,High,Average,2,Field,No Response,Call,0
A9713,166016,161945,122,Tier 3,Medium,Good,6,Legal,No Response,Field,51224
A9714,78825,62348,38,Tier 2,Medium,Average,2,Call,Refused,Call,0
A9715,43877,39395,235,Tier 2,Low,Average,5,Call,Refused,Legal,0
A9716,191062,136646,253,Tier 3,High,Poor,4,Call,No Response,Call,94094
A9717,159065,115627,28,Tier 2,Medium,Good,3,Call,Paid,Call,37985
A9718,138443,130089,121,Tier 3,Medium,Average,5,Field,Refused,Field,0
A9719,129612,122867,221,Tier 3,Low,Average,2,Legal,Promised,Field,38012
A9720,147674,91461,242,Tier 1,High,Poor,1,Call,Promised,Call,0
A9721,145074,86989,168,Tier 3,High,Poor,3,Call,Paid,Field,0
A9722,164330,122938,69,Tier 1,High,Average,1,Call,Promised,Call,0
A9723,61629,58556,102,Tier 3,Medium,Average,6,Call,Refused,Call,0
A9724,198651,131343,257,Tier 1,Medium,Poor,6,None,Paid,Field,0
A9725,184030,152010,167,Tier 2,Low,Average,4,Call,Promised,Legal,86749
A9726,45775,39095,150,Tier 3,Low,Good,5,Call,Promised,Call,0
A9727,195279,173668,229,Tier 1,Low,Poor,7,Call,Promised,Legal,0
A9728,183625,143587,98,Tier 2,Low,Average,4,Call,No Response,Field,0
A9729,30055,21075,164,Tier 1,Low,Good,7,Call,No Response,Call,15206
A9730,118697,116739,242,Tier 1,High,Good,7,Call,No Response,Call,84016
A9731,193945,156254,202,Tier 3,Medium,Good,5,Call,No Response,Legal,0
A9732,131505,113657,108,Tier 1,Medium,Poor,2,Legal,Paid,Call,52630
A9733,110720,74458,122,Tier 3,Low,Average,4,Call,No Response,Call,45514
A9734,108199,90343,116,Tier 1,Low,Good,1,Field,No Response,Field,0
A9735,186390,117220,33,Tier 3,Medium,Poor,2,Call,Paid,Call,0
A9736,63734,39677,290,Tier 3,Medium,Average,5,Call,No Response,Call,0
A9737,179594,153976,213,Tier 2,Low,Poor,2,Call,Paid,Call,0
A9738,172728,131393,20,Tier 3,Low,Poor,7,Call,Promised,Field,91344
A9739,176965,148940,214,Tier 1,Low,Good,1,Call,No Response,Call,0
A9740,46493,29510,34,Tier 3,Medium,Average,3,Legal,Paid,Call,9730
A9741,164704,131658,149,Tier 2,Medium,Poor,5,Call,Paid,Legal,57530
A9742,125872,90875,132,Tier 1,Low,Average,3,Call,Paid,Field,0
